product_id	name	category_name	price	rating	attribute.fittext	attribute.colour	color_group	attribute.size	attribute.gender	attribute.style	attribute.itemtype	attribute.material	google_product_category	condition	shop_info	age_group	sku_code	department	fitname	fit	attribute.description
5010101	501® Original Fit Men's Jeans	Bottoms	89.5	4.3863	"Measurements are taken from a size 33 waist, Regular fit through the thigh, Sits at your waist; Front rise: 11.25"", Straight leg opening: 16"""	Onewash	Dark Wash	32x28	Men		Jeans	"100% Cotton, 5-pocket styling, Button Fly, Imported, Read our definitive guide to making jeans last longer <strong><a href=""https://www.levi.com/US/en_US/blog/article/the-definitive-guide-to-denim/"" target=""_blank"">here</a></strong>, Wash your jeans once every 10 wears at most; this increases their lifespan and saves natural resources, When you eventually launder your jeans, wash and dry them inside out with like colors; liquid detergent is recommended"		NEW			5.0101E+11		501®	Straight	"<UL> <LI> The original blue jean since 1873 </LI><LI> The original straight fit jean </LI><LI> All-American style </LI><LI> A blank canvas for self-expression </LI><LI> Made with our sustainable <strong><a href=""https://www.levi.com/US/en_US/blog/article/how-we-make-jeans-with-less-water/"" target=""_blank"">Water&lt;Less™ techniques</a></strong> </LI><LI> Also available in Men's Big & Tall sizes. Shop our <u><a href=""https://www.levi.com/US/en_US/big-tall/jeans/c/levi_clothing_men_big_tall_jeans/facets/feature-fit_name/501%c2%ae"">501® Original Fit Jeans in Big & Tall</a></u> </LI><LI> <a href=""https://www.levi.com/US/en_US/customize/levis-future-finish/c/levi_clothing_future_finish_customize_us/facets/feature-gender/men""target=""_blank"">Customize your 501® Original Fit Jeans <b>here</b></a> </LI> </UL>"
5010101	501® Original Fit Men's Jeans	Bottoms	89.5	4.3863	"Measurements are taken from a size 33 waist, Regular fit through the thigh, Sits at your waist; Front rise: 11.25"", Straight leg opening: 16"""	Onewash	Dark Wash	32x29	Men		Jeans	"100% Cotton, 5-pocket styling, Button Fly, Imported, Read our definitive guide to making jeans last longer <strong><a href=""https://www.levi.com/US/en_US/blog/article/the-definitive-guide-to-denim/"" target=""_blank"">here</a></strong>, Wash your jeans once every 10 wears at most; this increases their lifespan and saves natural resources, When you eventually launder your jeans, wash and dry them inside out with like colors; liquid detergent is recommended"		NEW			5.0101E+11		501®	Straight	"<UL> <LI> The original blue jean since 1873 </LI><LI> The original straight fit jean </LI><LI> All-American style </LI><LI> A blank canvas for self-expression </LI><LI> Made with our sustainable <strong><a href=""https://www.levi.com/US/en_US/blog/article/how-we-make-jeans-with-less-water/"" target=""_blank"">Water&lt;Less™ techniques</a></strong> </LI><LI> Also available in Men's Big & Tall sizes. Shop our <u><a href=""https://www.levi.com/US/en_US/big-tall/jeans/c/levi_clothing_men_big_tall_jeans/facets/feature-fit_name/501%c2%ae"">501® Original Fit Jeans in Big & Tall</a></u> </LI><LI> <a href=""https://www.levi.com/US/en_US/customize/levis-future-finish/c/levi_clothing_future_finish_customize_us/facets/feature-gender/men""target=""_blank"">Customize your 501® Original Fit Jeans <b>here</b></a> </LI> </UL>"
5010101	501® Original Fit Men's Jeans	Bottoms	89.5	4.3863	"Measurements are taken from a size 33 waist, Regular fit through the thigh, Sits at your waist; Front rise: 11.25"", Straight leg opening: 16"""	Onewash	Dark Wash	32x30	Men		Jeans	"100% Cotton, 5-pocket styling, Button Fly, Imported, Read our definitive guide to making jeans last longer <strong><a href=""https://www.levi.com/US/en_US/blog/article/the-definitive-guide-to-denim/"" target=""_blank"">here</a></strong>, Wash your jeans once every 10 wears at most; this increases their lifespan and saves natural resources, When you eventually launder your jeans, wash and dry them inside out with like colors; liquid detergent is recommended"		NEW			5.0101E+11		501®	Straight	"<UL> <LI> The original blue jean since 1873 </LI><LI> The original straight fit jean </LI><LI> All-American style </LI><LI> A blank canvas for self-expression </LI><LI> Made with our sustainable <strong><a href=""https://www.levi.com/US/en_US/blog/article/how-we-make-jeans-with-less-water/"" target=""_blank"">Water&lt;Less™ techniques</a></strong> </LI><LI> Also available in Men's Big & Tall sizes. Shop our <u><a href=""https://www.levi.com/US/en_US/big-tall/jeans/c/levi_clothing_men_big_tall_jeans/facets/feature-fit_name/501%c2%ae"">501® Original Fit Jeans in Big & Tall</a></u> </LI><LI> <a href=""https://www.levi.com/US/en_US/customize/levis-future-finish/c/levi_clothing_future_finish_customize_us/facets/feature-gender/men""target=""_blank"">Customize your 501® Original Fit Jeans <b>here</b></a> </LI> </UL>"
5010101	501® Original Fit Men's Jeans	Bottoms	89.5	4.3863	"Measurements are taken from a size 33 waist, Regular fit through the thigh, Sits at your waist; Front rise: 11.25"", Straight leg opening: 16"""	Onewash	Dark Wash	32x31	Men		Jeans	"100% Cotton, 5-pocket styling, Button Fly, Imported, Read our definitive guide to making jeans last longer <strong><a href=""https://www.levi.com/US/en_US/blog/article/the-definitive-guide-to-denim/"" target=""_blank"">here</a></strong>, Wash your jeans once every 10 wears at most; this increases their lifespan and saves natural resources, When you eventually launder your jeans, wash and dry them inside out with like colors; liquid detergent is recommended"		NEW			5.0101E+11		501®	Straight	"<UL> <LI> The original blue jean since 1873 </LI><LI> The original straight fit jean </LI><LI> All-American style </LI><LI> A blank canvas for self-expression </LI><LI> Made with our sustainable <strong><a href=""https://www.levi.com/US/en_US/blog/article/how-we-make-jeans-with-less-water/"" target=""_blank"">Water&lt;Less™ techniques</a></strong> </LI><LI> Also available in Men's Big & Tall sizes. Shop our <u><a href=""https://www.levi.com/US/en_US/big-tall/jeans/c/levi_clothing_men_big_tall_jeans/facets/feature-fit_name/501%c2%ae"">501® Original Fit Jeans in Big & Tall</a></u> </LI><LI> <a href=""https://www.levi.com/US/en_US/customize/levis-future-finish/c/levi_clothing_future_finish_customize_us/facets/feature-gender/men""target=""_blank"">Customize your 501® Original Fit Jeans <b>here</b></a> </LI> </UL>"
5010101	501® Original Fit Men's Jeans	Bottoms	89.5	4.3863	"Measurements are taken from a size 33 waist, Regular fit through the thigh, Sits at your waist; Front rise: 11.25"", Straight leg opening: 16"""	Onewash	Dark Wash	32x32	Men		Jeans	"100% Cotton, 5-pocket styling, Button Fly, Imported, Read our definitive guide to making jeans last longer <strong><a href=""https://www.levi.com/US/en_US/blog/article/the-definitive-guide-to-denim/"" target=""_blank"">here</a></strong>, Wash your jeans once every 10 wears at most; this increases their lifespan and saves natural resources, When you eventually launder your jeans, wash and dry them inside out with like colors; liquid detergent is recommended"		NEW			5.0101E+11		501®	Straight	"<UL> <LI> The original blue jean since 1873 </LI><LI> The original straight fit jean </LI><LI> All-American style </LI><LI> A blank canvas for self-expression </LI><LI> Made with our sustainable <strong><a href=""https://www.levi.com/US/en_US/blog/article/how-we-make-jeans-with-less-water/"" target=""_blank"">Water&lt;Less™ techniques</a></strong> </LI><LI> Also available in Men's Big & Tall sizes. Shop our <u><a href=""https://www.levi.com/US/en_US/big-tall/jeans/c/levi_clothing_men_big_tall_jeans/facets/feature-fit_name/501%c2%ae"">501® Original Fit Jeans in Big & Tall</a></u> </LI><LI> <a href=""https://www.levi.com/US/en_US/customize/levis-future-finish/c/levi_clothing_future_finish_customize_us/facets/feature-gender/men""target=""_blank"">Customize your 501® Original Fit Jeans <b>here</b></a> </LI> </UL>"
5010101	501® Original Fit Men's Jeans	Bottoms	89.5	4.3863	"Measurements are taken from a size 33 waist, Regular fit through the thigh, Sits at your waist; Front rise: 11.25"", Straight leg opening: 16"""	Onewash	Dark Wash	32x33	Men		Jeans	"100% Cotton, 5-pocket styling, Button Fly, Imported, Read our definitive guide to making jeans last longer <strong><a href=""https://www.levi.com/US/en_US/blog/article/the-definitive-guide-to-denim/"" target=""_blank"">here</a></strong>, Wash your jeans once every 10 wears at most; this increases their lifespan and saves natural resources, When you eventually launder your jeans, wash and dry them inside out with like colors; liquid detergent is recommended"		NEW			5.0101E+11		501®	Straight	"<UL> <LI> The original blue jean since 1873 </LI><LI> The original straight fit jean </LI><LI> All-American style </LI><LI> A blank canvas for self-expression </LI><LI> Made with our sustainable <strong><a href=""https://www.levi.com/US/en_US/blog/article/how-we-make-jeans-with-less-water/"" target=""_blank"">Water&lt;Less™ techniques</a></strong> </LI><LI> Also available in Men's Big & Tall sizes. Shop our <u><a href=""https://www.levi.com/US/en_US/big-tall/jeans/c/levi_clothing_men_big_tall_jeans/facets/feature-fit_name/501%c2%ae"">501® Original Fit Jeans in Big & Tall</a></u> </LI><LI> <a href=""https://www.levi.com/US/en_US/customize/levis-future-finish/c/levi_clothing_future_finish_customize_us/facets/feature-gender/men""target=""_blank"">Customize your 501® Original Fit Jeans <b>here</b></a> </LI> </UL>"
5010101	501® Original Fit Men's Jeans	Bottoms	89.5	4.3863	"Measurements are taken from a size 33 waist, Regular fit through the thigh, Sits at your waist; Front rise: 11.25"", Straight leg opening: 16"""	Onewash	Dark Wash	32x34	Men		Jeans	"100% Cotton, 5-pocket styling, Button Fly, Imported, Read our definitive guide to making jeans last longer <strong><a href=""https://www.levi.com/US/en_US/blog/article/the-definitive-guide-to-denim/"" target=""_blank"">here</a></strong>, Wash your jeans once every 10 wears at most; this increases their lifespan and saves natural resources, When you eventually launder your jeans, wash and dry them inside out with like colors; liquid detergent is recommended"		NEW			5.0101E+11		501®	Straight	"<UL> <LI> The original blue jean since 1873 </LI><LI> The original straight fit jean </LI><LI> All-American style </LI><LI> A blank canvas for self-expression </LI><LI> Made with our sustainable <strong><a href=""https://www.levi.com/US/en_US/blog/article/how-we-make-jeans-with-less-water/"" target=""_blank"">Water&lt;Less™ techniques</a></strong> </LI><LI> Also available in Men's Big & Tall sizes. Shop our <u><a href=""https://www.levi.com/US/en_US/big-tall/jeans/c/levi_clothing_men_big_tall_jeans/facets/feature-fit_name/501%c2%ae"">501® Original Fit Jeans in Big & Tall</a></u> </LI><LI> <a href=""https://www.levi.com/US/en_US/customize/levis-future-finish/c/levi_clothing_future_finish_customize_us/facets/feature-gender/men""target=""_blank"">Customize your 501® Original Fit Jeans <b>here</b></a> </LI> </UL>"
5010101	501® Original Fit Men's Jeans	Bottoms	89.5	4.3863	"Measurements are taken from a size 33 waist, Regular fit through the thigh, Sits at your waist; Front rise: 11.25"", Straight leg opening: 16"""	Onewash	Dark Wash	32x35	Men		Jeans	"100% Cotton, 5-pocket styling, Button Fly, Imported, Read our definitive guide to making jeans last longer <strong><a href=""https://www.levi.com/US/en_US/blog/article/the-definitive-guide-to-denim/"" target=""_blank"">here</a></strong>, Wash your jeans once every 10 wears at most; this increases their lifespan and saves natural resources, When you eventually launder your jeans, wash and dry them inside out with like colors; liquid detergent is recommended"		NEW			5.0101E+11		501®	Straight	"<UL> <LI> The original blue jean since 1873 </LI><LI> The original straight fit jean </LI><LI> All-American style </LI><LI> A blank canvas for self-expression </LI><LI> Made with our sustainable <strong><a href=""https://www.levi.com/US/en_US/blog/article/how-we-make-jeans-with-less-water/"" target=""_blank"">Water&lt;Less™ techniques</a></strong> </LI><LI> Also available in Men's Big & Tall sizes. Shop our <u><a href=""https://www.levi.com/US/en_US/big-tall/jeans/c/levi_clothing_men_big_tall_jeans/facets/feature-fit_name/501%c2%ae"">501® Original Fit Jeans in Big & Tall</a></u> </LI><LI> <a href=""https://www.levi.com/US/en_US/customize/levis-future-finish/c/levi_clothing_future_finish_customize_us/facets/feature-gender/men""target=""_blank"">Customize your 501® Original Fit Jeans <b>here</b></a> </LI> </UL>"
5010101	501® Original Fit Men's Jeans	Bottoms	89.5	4.3863	"Measurements are taken from a size 33 waist, Regular fit through the thigh, Sits at your waist; Front rise: 11.25"", Straight leg opening: 16"""	Onewash	Dark Wash	32x36	Men		Jeans	"100% Cotton, 5-pocket styling, Button Fly, Imported, Read our definitive guide to making jeans last longer <strong><a href=""https://www.levi.com/US/en_US/blog/article/the-definitive-guide-to-denim/"" target=""_blank"">here</a></strong>, Wash your jeans once every 10 wears at most; this increases their lifespan and saves natural resources, When you eventually launder your jeans, wash and dry them inside out with like colors; liquid detergent is recommended"		NEW			5.0101E+11		501®	Straight	"<UL> <LI> The original blue jean since 1873 </LI><LI> The original straight fit jean </LI><LI> All-American style </LI><LI> A blank canvas for self-expression </LI><LI> Made with our sustainable <strong><a href=""https://www.levi.com/US/en_US/blog/article/how-we-make-jeans-with-less-water/"" target=""_blank"">Water&lt;Less™ techniques</a></strong> </LI><LI> Also available in Men's Big & Tall sizes. Shop our <u><a href=""https://www.levi.com/US/en_US/big-tall/jeans/c/levi_clothing_men_big_tall_jeans/facets/feature-fit_name/501%c2%ae"">501® Original Fit Jeans in Big & Tall</a></u> </LI><LI> <a href=""https://www.levi.com/US/en_US/customize/levis-future-finish/c/levi_clothing_future_finish_customize_us/facets/feature-gender/men""target=""_blank"">Customize your 501® Original Fit Jeans <b>here</b></a> </LI> </UL>"
5010101	501® Original Fit Men's Jeans	Bottoms	89.5	4.3863	"Measurements are taken from a size 33 waist, Regular fit through the thigh, Sits at your waist; Front rise: 11.25"", Straight leg opening: 16"""	Onewash	Dark Wash	32x38	Men		Jeans	"100% Cotton, 5-pocket styling, Button Fly, Imported, Read our definitive guide to making jeans last longer <strong><a href=""https://www.levi.com/US/en_US/blog/article/the-definitive-guide-to-denim/"" target=""_blank"">here</a></strong>, Wash your jeans once every 10 wears at most; this increases their lifespan and saves natural resources, When you eventually launder your jeans, wash and dry them inside out with like colors; liquid detergent is recommended"		NEW			5.0101E+11		501®	Straight	"<UL> <LI> The original blue jean since 1873 </LI><LI> The original straight fit jean </LI><LI> All-American style </LI><LI> A blank canvas for self-expression </LI><LI> Made with our sustainable <strong><a href=""https://www.levi.com/US/en_US/blog/article/how-we-make-jeans-with-less-water/"" target=""_blank"">Water&lt;Less™ techniques</a></strong> </LI><LI> Also available in Men's Big & Tall sizes. Shop our <u><a href=""https://www.levi.com/US/en_US/big-tall/jeans/c/levi_clothing_men_big_tall_jeans/facets/feature-fit_name/501%c2%ae"">501® Original Fit Jeans in Big & Tall</a></u> </LI><LI> <a href=""https://www.levi.com/US/en_US/customize/levis-future-finish/c/levi_clothing_future_finish_customize_us/facets/feature-gender/men""target=""_blank"">Customize your 501® Original Fit Jeans <b>here</b></a> </LI> </UL>"
